Glottocode	Parent Glottocode	Node Name	ISO Code	family_id	level	latitude	longitude
qesh1234	band1335	Qeshmi		indo1319	dialect		
qian1260	bouy1240	Qianxi		taik1256	dialect		
qian1262	wusa1235	Qian Xi		sino1245	dialect		
qian1263	naqi1236	Qiangic		sino1245	family		
qian1264	qian1263	Qiang		sino1245	family		
qian1265	bouy1240	Qiannan		taik1256	dialect		
qian1266	bouy1240	Qianzhong		taik1256	dialect		
qiao1234	ling1262	Qiaotou		taik1256	dialect		
qide1238	huiz1242	Qide		sino1245	dialect		
qiii1237	hlai1239	Qi		taik1256	dialect		
qila1235	core1246	Qila Muji	ymq	sino1245	language	22.570376	103.141292
qili1234	dali1242	Qiliqiao		sino1245	dialect	25.6553283	100.1709288
qima1242	nort3158	Qimant	ahg	afro1255	language	12.8119	37.0542
qing1238	west2926	Qinghua Pumi		sino1245	dialect		
qing1239	ting1250	Qingliu		sino1245	dialect		
qing1240	mand1415	Qingdao Mandarin		sino1245	dialect	36.089393	120.379715
qing1241	chuq1241	Qingtian		sino1245	dialect		
qing1242	ersu1241	Qingshui Ersu		sino1245	dialect		
qing1243	sala1264	Qinghai-Gansu Salar		turk1311	dialect		
qinl1235	yuec1235	Qinlian		sino1245	dialect		
qion1238	ling1270	Eastern Ong-Be		taik1256	language	19.906197	110.400282
qion1239	minn1241	Qiong-Lei		sino1245	dialect		
qiqi1238	nonn1234	Tsitsikar		mong1349	dialect		
qiub1238	yeiz1235	Qiubei Zhuang	zqe	taik1256	language	24.15	104.15
qohr1234	soii1239	Qohrudi		indo1319	dialect		
qomi1234	nort3386	Qomi Persian		indo1319	dialect		
qomm1235	guai1250	Qom		guai1249	family		
qomu1235	cent1994	Qomul		turk1311	dialect		
qona1238	nort2643	Qonaqkənd		indo1319	dialect		
quan1241	iumi1238	Quan Chet		hmon1336	dialect		
quan1242	iumi1238	Quan Trang		hmon1336	dialect		
quan1243	yong1285	Quan-Zi		sino1245	dialect		
quap1242	dheg1241	Quapaw	qua	siou1252	language	34.15	-92
quba1239	nort2643	Quba Muslim Tat		indo1319	dialect		
quba1245	east2839	Quba (Turkic)		turk1311	dialect		
quba1246	lezg1247	Quba (Lezgian)		nakh1245	dialect		
quba1247	cent2409	Quba Judeo-Tat		indo1319	dialect		
quch1234	khor1275	Quchani		indo1319	dialect		
quds1238	nort3096	Qudshanis		afro1255	dialect		
queb1245	asli1244	Quebec Sign Language	fcs	sign1238	language	45.99654	-74.87193
queb1247	stan1290	Québécois		indo1319	dialect		
queb1248	queb1249	Nunavik		eski1264	dialect		
queb1249	east2534	Quebec-Labrador Inuktitut		eski1264	dialect		
quec1382	rive1260	Quechan	yum	coch1271	language	32.7859	-114.599
quec1386	quec1387	Quechua I		quec1387	family		
quec1387		Quechuan			family		
quec1389	quec1387	Southern Quechua		quec1387	family		
quec1390	spee1234	Quechua-Puquina		spee1234	family		
quee1234	engl1287	Queensland Kanaka English		pidg1258	language		
quen1234	arti1236	Quenya	qya	arti1236	language		
quep1238	uncl1493	Quepos		uncl1493	language		
quer1236	nort3201	Querétaro Otomi	otq	otom1299	language	20.1396	-100.115
quer1237	uncl1493	Querandi		uncl1493	language		
quet1238	sout2649	Quetta Pashto		indo1319	dialect		
quet1239	book1242	Quetzaltepec Mixe	pxm	book1242	language	16.92147	-95.67269
quey1238	qian1263	Queyu	qvy	sino1245	language	30.3113	100.813
quia1235	nort3370	Quiavicuzas Zapotec	zpj	otom1299	language	16.7565	-95.6761
quic1274	core1254	Quichean-Mamean		maya1287	family		
quic1275	core1251	Quiche-Achi		maya1287	family		
quie1238	quio1241	Quierí Zapotec		otom1299	dialect		
quig1235	uncl1493	Quignam		uncl1493	language	-8.099583	-79.053383
quil1240	chim1311	Quileute	qui	chim1311	language	47.9106	-124.603
quil1251	uncl1493	Quillacinga		uncl1493	language		
quil1256	twan1247	Quilcene		sali1255	dialect		
quil1257	nucl1771	Quilifay		beto1236	dialect		
quin1236	uncl1493	Quinqui	quq	uncl1493	language	40.2638	-3.68704
quin1251	coas1311	Quinault	qun	sali1255	language	47.4214	-124.16
quin1252	uncl1493	Quinigua		uncl1493	language		
quio1240	chin1488	Quiotepec Chinantec	chq	otom1299	language	17.5621	-96.602
quio1241	mixt1428	Quioquitani-Quieri Zapotec	ztq	otom1299	language	16.3416	-96.1555
quio1242	quio1241	Quioquitani Zapotec		otom1299	dialect		
quir1246	wamp1250	Quiripi		algi1248	dialect		
quji1234	midd1354	Qujiang Hakka-Shibei Shaoguan Tuhua		sino1245	language	24.816667	113.6
qunq1234	uppe1463	Qunqi		nakh1245	dialect		
qwab1238	zulu1248	Qwabe		atla1278	dialect		
qyzy1236	nort2697	Qyzylbash		turk1311	dialect		
qyzy1242	nort2643	Kilvar Muslim Tat		indo1319	dialect		
raba1246	kach1272	Rabari		indo1319	dialect		
raba1247	hree1244	Rabah		aust1305	dialect		
raba1248	giry1241	Rabai		atla1278	dialect		
raba1252	moro1292	Rabat-Casablanca Arabic		afro1255	dialect		
rabh1238	koch1249	Rabha	rah	sino1245	language	25.8248	91.1689
rach1238	nort3381	Racha-Lechxum		kart1248	dialect		
rach1240	kara1516	Rachabalda		nakh1245	dialect		
rade1240	rade1241	Rade	rad	aust1307	language	12.979	108.41
rade1241	cham1330	Rade-Jarai		aust1307	family		
raeb1235	cent2393	Rae Bareli		indo1319	dialect		
raet1238	uncl1493	Raetic	xrr	uncl1493	language		
ragh1238	bund1253	Raghobansi		indo1319	dialect		
ragr1238	buru1301	Ragreig		nilo1247	dialect		
raha1237	west2567	Rahambuu	raz	aust1307	language	-3.24627	121.059
rahu1234	sart1249	Rahung		sino1245	dialect	27.375914	92.409383
raic1241	mada1298	Rai Coast		nucl1709	family		
raig1237	east2340	Raigarh		drav1251	dialect		
raii1238	ledo1238	Rai (Ledo Kaili)		aust1307	dialect		
raii1243	chru1239	Rai		aust1307	dialect		
raii1244	sout3010	Rai (Southern Roglai)		aust1307	dialect		
raij1237	sabu1255	Raijua		aust1307	dialect		
rain1239	nort2961	Rainy River Ojibwa		algi1248	dialect		
raio1237	ledo1238	Raio		aust1307	dialect		
raip1238	varh1239	Raipur		indo1319	dialect		
rait1238	turo1239	Raite		afro1255	dialect		
raiu1234	wela1235	Raiulun		aust1307	dialect		
raiv1237	aust1304	Raivavae		aust1307	dialect	-23.86742	-147.6551
raja1250	malv1243	Rajawadi		indo1319	dialect		
raja1252	bish1244	Rajar Gang		indo1319	dialect		
raja1254	east2478	Rajah Kabunsuwan Manobo	mqk	aust1307	language	8.2934	126.266
raja1255	sout3229	Raja Ampat-South Halmahera		aust1307	family		
raja1256	guja1255	Rajasthani		indo1319	family		
raja1258	maya1288	Raja Ampat Maya		aust1307	family		
raja1259	made1253	Rajau		aust1307	dialect		
rajb1243	west2382	Rajbanshi	rjs	indo1319	language	26.521945	88.038582
rajb1244	book1242	Rajbanshi (Retired)	rjb	book1242	language		
raji1239	sino1245	Raji-Raute		sino1245	family		
raji1240	raji1239	Raji	rji	sino1245	language	28.6151	81.577
rajk1238	kala1373	Rajkoti		indo1319	dialect		
rajo1237	waer1238	Rajong	rjg	aust1307	language	-8.658096	120.874418
rajp1235	gara1268	Rajput Garasia	gra	indo1319	language	24.5451	73.2472
rajs1238	nort2658	Rajshahi		indo1319	dialect		
raju1237	utno1237	Rajura		drav1251	dialect		
raka1237	sout3383	Rakahanga-Manihiki	rkh	aust1307	language	-10.03	-161.09
rakh1244	west2368	Rakhshani		indo1319	dialect		
rakh1245	arak1255	Rakhine	rki	sino1245	language	20.527429	93.145906
rakh1246	nach1240	Rakheli		sino1245	dialect		
raku1237	kuan1248	Rakunei		aust1307	dialect		
rali1240	jain1238	Raliang		aust1305	dialect		
rali1241	mars1254	Rälik		aust1307	dialect		
ralt1242	thad1239	Ralte	ral	sino1245	language	25.0201	94.7381
ralt1243	lush1249	Ralte (Lushai)		sino1245	dialect		
ralu1237	kuan1248	Raluana		aust1307	dialect		
rama1256	take1255	Ramand		indo1319	dialect		
rama1257	puru1268	Ramarama		tupi1275	family		
rama1270	voti1248	Rama	rma	chib1249	language	11.5007	-83.8571
rama1271		Ramanos			language	-14.3019482	-67.3590894
rama1272	sout3177	Ramand-Karaj		indo1319	family		
rama1273	karo1305	Ramaráma		tupi1275	dialect		
ramb1240	sira1263	Rambani		indo1319	dialect		
ramb1241	sude1239	Rambuso		aust1307	dialect		
rame1238	sher1255	Ramechap		sino1245	dialect		
ramg1234	west2372	Ramgel		indo1319	dialect		
ramh1234	khuz1234	Ramhormozi		indo1319	dialect		
ramk1239	cane1243	Ramkokamekra		nucl1710	dialect		
ramm1241	sepi1257	Ram		sepi1257	family		
ramo1243	boka1249	Ramo		sino1245	dialect	28.2463	95.3668
ramo1244	kand1307	Ramoaaina	rai	aust1307	language	-4.17306	152.451
ramo1245	nort2933	Ramopa	kjx	nort2933	language	-5.97015	154.9
ramp1242	uppe1403	Rampuri		indo1319	dialect		
ramp1243	ramp1244	Rampi	lje	aust1307	language	-2.1399	120.356
ramp1244	sout2923	Rampi-Seko-Badaic		aust1307	family		
rams1234	cent2360	Ramsari		indo1319	dialect		
ramu1234		Ramu			family		
rana1245	bhil1251	Ranawat		indo1319	dialect		
rana1246	thar1284	Rana Tharu	thr	indo1319	language	28.6483	80.4419
rana1247	kuta1241	Rana		sino1245	dialect		
rana1248	cent2100	Ranau		aust1307	dialect		
rana1249	book1242	Ranau (Retired)	rae	book1242	language		
rand1239	amba1265	Randawaya		aust1307	dialect		
rang1262	malv1243	Rangari (Malvi)		indo1319	dialect		
rang1263	malv1243	Rangri		indo1319	dialect		
rang1264	khan1272	Rangari		indo1319	dialect		
rang1265	kamt1242	Central-Eastern Kamta	rkt	indo1319	language	26.3834	88.4536
rang1266	pith1234	Rangkas	rgk	sino1245	language	29.2278	80.0845
rang1267	oldk1252	Halam	rnl	sino1245	language	23.819438	91.66491
rang1268	rabh1238	Rangdania		sino1245	dialect		
rang1269	mumu1250	Rang	rax	atla1278	language	8.001	10.58
rang1270	enre1239	Ranga		aust1307	dialect		
rang1271	rang1267	Ranglong		sino1245	dialect		
rang1272	rang1265	Rangpuri (Bangladesh)		indo1319	dialect		
rani1238	bhil1251	Rani Bhil		indo1319	dialect		
ranm1238	blaf1238	Ránmo		more1255	dialect		
rant1238	tora1261	Rantepao		aust1307	dialect		
rany1238	book1242	Ranya		book1242	language		
rany1242	lish1245	Ranye		afro1255	dialect		
raoj1238	ruch1235	Raojin		aust1305	dialect		
raoo1244	ramu1234	Rao	rao	ramu1234	language	-4.85243	144.511
raop1234	hakk1236	Raoping		sino1245	dialect		
rapa1244	fare1245	Rapanui	rap	aust1307	language	-27.113	-109.342
rapa1245	sout3383	Mangaia-Old Rapa	ray	aust1307	language	-27.6304	-144.338
rapa1246	pamo1252	Rapangkaka		aust1307	dialect		
rapi1237	kuan1248	Rapitok		aust1307	dialect		
rapo1238	nort2933	Rapoisi	kyx	nort2933	language	-5.78724	154.834
rapt1240	uncl1506	Rapting	rpt	nucl1709	language	-4.99351	145.671
rara1235	rara1236	Rara Bakati'	lra	aust1307	language	1.27026	109.539
rara1236	baka1275	Rara-Sara Bakati'		aust1307	family		
rard1238	wadi1248	Rardro Bhil		indo1319	dialect		
raro1241	sout3383	Southern Cook Island Maori	rar	aust1307	language	-21.23	-159.78
raro1242	raro1241	Rarotonga		aust1307	dialect		
rasa1242	farw1236	Rasawa-Saponi		lake1255	family		
rasa1243	rasa1242	Rasawa	rac	lake1255	language	-2.37609	136.352
rash1246	west2931	Rashti		indo1319	dialect		
rash1248	tega1236	Rashad Town-Hills		rash1249	dialect		
rash1249		Rashad			family		
rasu1238	west2415	Rasuwa		sino1245	dialect		
rata1243	mars1254	Ratak		aust1307	dialect		
rata1244	sout3155	Ratahan	rth	aust1307	language	1.07592	124.858
rata1245	data1234	Ratagnon	btn	aust1307	language	12.2785	121.187
ratc1238	pwoe1235	Ratchaburi Pwo Karen		sino1245	dialect		
rath1241	garh1243	Rathi		indo1319	dialect		
rath1242	paur1240	Rathwi Bareli	bgd	indo1319	language	21.4375	74.9958
rath1243	rath1244	Rathawi	rtw	indo1319	language	22.309	73.186
rath1244	bhil1254	Rathawi-Palya		indo1319	family		
rati1238	makh1266	Rati		atla1278	dialect		
ratl1234	sout3319	Ratlub		nakh1245	dialect		
ratn1236	jeru1240	Ratnawati		sino1245	dialect		
rato1237	ramp1243	Rato		aust1307	dialect		
rats1237	haho1237	Ratsua		aust1307	dialect	-5.5245	154.8006
rats1239	kara1516	Ratsitl		nakh1245	dialect		
ratt1234	neda1234	Rättvik		indo1319	dialect		
raut1239	raut1240	Raute	rau	sino1245	language	28.9518	81.1617
raut1240	raji1239	Raute-Rawat		sino1245	family		
rava1238	garh1243	Ravai		indo1319	dialect		
ravu1237	ravu1238	Ravula	yea	drav1251	language	12.3231	75.6265
ravu1238	mala1541	Ravulic		drav1251	family		
rawa1264	raut1240	Rawat	jnl	sino1245	language	30.0742	80.8005
rawa1265	nung1293	Rawang	raw	sino1245	language	27.1027	97.0738
rawa1266	reja1240	Rawas		aust1307	dialect		
rawa1267	ufim1241	Rawa	rwo	nucl1709	language	-5.83155	145.937
rawa1268	book1242	Rawas (Retired)	rws	book1242	language		
rawa1269	west2873	Rawa (Puroik)		sino1245	dialect	27.5984412	92.9236222
rawa1270	uppe1480	Rawas Musi		aust1307	dialect		
rawa1271	keri1250	Rawang (Kerinci)		aust1307	dialect		
rawl1234	west2795	Rawlinson		nucl1709	family		
rawo1242	baur1252	Rawo (Bauro)		aust1307	dialect		
rawo1243	serr1253	Rawo-Main Serra		skoo1245	family		
rawo1244	rawo1243	Rawo	rwa	skoo1245	language	-2.84201	141.603
raya1237	telu1262	Rayalseema		drav1251	dialect		
raya1242	nort3272	Raya		afro1255	dialect		
raya1243	kuvi1243	Rayagada		drav1251	dialect		
rayo1235	chia1265	Northeast Chiapas Zoque	zor	mixe1284	language	17.2953	-93.1006
rayo1236	rayo1235	Rayón-Pantepec Zoque		mixe1284	dialect		
raza1238	rama1272	Razajerdi	rat	indo1319	language	36.267	50.002
razg1238	balk1254	Razgrad		turk1311	dialect		
razg1239	sang1346	Razgramang		sino1245	dialect		
rdek1237	rade1240	Rde Kpa		aust1307	dialect		
rdoo1234	gser1236	Rdo		sino1245	dialect		
reao1237	tuam1242	Reao		aust1307	dialect		
reba1237	kuan1248	Rebar		aust1307	dialect		
rebk1234	east2830	Rebkong		sino1245	dialect		
redb1234	blac1272	Red Bluff		atha1245	dialect		
redg1235	ahou1236	Red Gelao	gir	taik1256	language	23.1868	104.993
redl1238	chip1241	Red Lake Chippewa		algi1248	dialect		
redt1235	chia1264	Red Tai		taik1256	family		
reef1242	temo1244	Reefs-Santa Cruz		aust1307	family		
reel1238	nuer1245	Reel	atu	nilo1247	language	6.32234	30.49451
regi1238	cind1241	Regi		atla1278	dialect		
regn1234	uppe1466	Regnitz		indo1319	dialect		
reii1237	louu1245	Rei		aust1307	dialect		
reja1240	mala1545	Rejang	rej	aust1307	language	-3.33056	102.434
reja1241	reja1244	Rejang Kayan	ree	aust1307	language	2.71903	114.169
reja1244	kaya1333	Rejang-Makaham Kayan		aust1307	family		
rekh1239	hind1269	Rekhta		indo1319	dialect		
rekk1238	sout2832	Rek		nilo1247	dialect		
reli1238	macr1269	Reli	rei	indo1319	language	18.1213	82.4996
rema1238	tond1250	Rema	bow	more1255	language	-8.41526	141.034
remb1249	jala1236	Rembarrnga	rmb	gunw1250	language	-12.9608	134.308
remb1250	mang1430	Rembong-Wangka	reb	aust1307	language	-8.53361	120.973
remb1251	tond1251	Remboken		aust1307	dialect		
remo1247	cent2080	Hatang Kayi	agv	aust1307	language	14.6254	121.453
remo1248	head1239	Remo of the Moa river	rem	pano1259	language	-7.33333	-74.0833
remo1249	poya1240	Remo of the Jaquirana river		pano1259	language	-6.679339	-73.235779
remo1250	pano1257	Remo of the Blanco river		pano1259	language	-6.137278	-73.544312
remp1241	remp1242	Rempi	rmp	nucl1709	language	-5.02487	145.782
remp1242	hans1243	Rempic		nucl1709	family		
remu1237	nort3387	Remun	lkj	aust1307	language	1.26305	110.82
rend1243	east2653	Rendille	rel	afro1255	language	2.27065	37.3608
reng1252	hres1237	Rengao	ren	aust1305	language	14.456	107.9459
reng1253	anga1286	Rengma-Simi		sino1245	family		
reng1254	lepc1244	Rengjongmu		sino1245	dialect		
reng1255	khom1240	Rengmitca		sino1245	language	21.710864	92.367939
reng1256	beta1261	Cikarang		aust1307	dialect		
renh1234	cent2357	Renhe Pumi		sino1245	dialect		
renn1236	arti1236	Rennellese Sign Language	rsi	arti1236	language	-11.615	160.219
renn1242	nucl1485	Rennell-Bellona	mnv	aust1307	language	-11.6237	160.265
repa1237	lete1241	Repanbitip	rpn	aust1307	dialect	-16.3265	167.619
rera1240	uppe1484	Rerau	rea	nucl1709	language	-5.51361	145.716
rera1241	sout3320	Rera-Hajang		sino1245	dialect		
rerb1235	unat1236	Rer Bare	rer	unat1236	language	4.11661	41.7065
rere1240	unua1238	Rerep	pgk	aust1307	language	-16.2934	167.651
resh1242	kain1276	Reshe	res	atla1278	language	10.77046	4.62395
resi1246	slov1268	Resia		indo1319	dialect		
resi1247	yucu1252	Resígaro	rgr	araw1281	language	-1.169535	-71.60524
rett1240	blag1241	Reta	ret	timo1261	language	-8.22481	124.36
retu1239	tani1257	Retuarã		tuca1253	dialect		
reun1238	macr1273	Réunion Creole French	rcf	indo1319	language	-21.1131	55.5321
rewa1238	sora1257	Rewandiz		indo1319	dialect		
reye1240	taka1268	Reyesano	rey	pano1259	language	-14.8333	-67.0833
rgya1241	qian1263	Gyalrongic		sino1245	family		
rgya1244	sout2714	rGyalthang		sino1245	dialect		
rhat1239	xhos1239	Rhathabe		atla1278	dialect		
rhin1241	temb1270	Rhinyihinyi		atla1278	dialect		
rhin1244	high1287	Rhenish Franconian		indo1319	family		
rhit1238	kgal1244	Rhiti		atla1278	dialect		
rhod1240	prov1235	Rhodanien		indo1319	dialect		
riam1237	mala1480	Riam		aust1307	dialect		
rian1260	west2791	Riang		aust1305	family		
rian1261	rian1260	Riang (Myanmar)	ril	aust1305	language	24.0521	98.8333
rian1262	tipp1238	Riang (India)	ria	sino1245	language	23.6803	92.0321
rian1263	kima1245	Riantana	ran	kolo1268	language	-7.50746	138.484
riau1234	mala1479	Riau Malay		aust1307	dialect		
riau1235	mala1479	Riau Sea Tribe Cluster Malay		aust1307	dialect		
riau1236	indo1316	Riau Indonesian		aust1307	dialect		
riba1245	clel1238	Ribah		atla1278	dialect		
riba1246	piti1243	Riban		atla1278	dialect		
riba1250	bata1314	Ribaw		afro1255	dialect		
riba1251	cata1291	Ribagorçà		indo1319	dialect		
ribb1238	loko1255	Ribbi		mand1469	dialect		
ribe1238	giry1241	Ribe		atla1278	dialect		
ribg1235	kuth1239	Rib-Gurdjar		pama1250	family		
ribi1242	timn1235	Ribia		atla1278	dialect		
ribi1243	jere1244	Ribina		atla1278	dialect		
ribu1241	sout2922	Ribun	rir	aust1307	language	0.32189	110.207
rich1238	kule1247	Richa		afro1255	dialect		
rida1239	noma1261	Ridan		aust1307	dialect		
rien1238	book1242	Rien	rie	book1242	language	19.5084	102.591
rier1234	suba1252	Rieri		atla1278	dialect		
riff1234	tari1263	Riffian		afro1255	dialect		
rigb1238	sout2828	Rigbo		cent2225	dialect		
rigo1234	nuna1235	Rigolet Inuktitut		eski1264	dialect		
rihu1237	faga1239	Rihu'a		aust1307	dialect		
rija1234	mada1282	Rija		atla1278	dialect		
rikb1245	nucl1710	Rikbaktsa	rkb	nucl1710	language	-11.1887	-58.1942
rikv1238	uppe1485	Rikvani		nakh1245	dialect		
rima1237	aust1304	Rimatara		aust1307	dialect		
rinc1236	rinc1237	Rincón Zapotec	zar	otom1299	language	17.4451	-96.3144
rinc1237	nort2987	Rinconic		otom1299	family		
rind1238	nung1292	Rindre		atla1278	dialect		
ring1243	narr1282	Ring		atla1278	family		
ring1244	east2859	Ringgou	rgu	aust1307	language	-10.5515	123.311
rink1234	sout3320	Rinkhu		sino1245	dialect		
rioc1237	yukp1241	Río Casacará		cari1283	dialect		
riog1239	rhin1244	Hunsrik	hrx	indo1319	language	-29.3255	-51.7219
riog1240	uber1234	Rio Grande do Sol Plautdietsch		indo1319	dialect		
riom1237	yukp1241	Río Maracas		cari1283	dialect		
rion1244	koho1244	Rion		aust1305	dialect		
rion1245	yukp1241	Rio Negro		cari1283	dialect		
rion1246	nade1244	Rio Negro Nadëb		nada1235	dialect		
riop1234	amer1254	Rioplatense Spanish		indo1319	dialect		
ripu1236	midd1319	Ripuarian		indo1319	family		
riri1237	east2760	Ririo	rri	aust1307	language	-6.88927	156.92
rirr1238	dhan1270	Rirratjingu		pama1250	dialect		
rish1234	vori1234	Rishiwa	rsw	atla1278	language	10.169	8.3
rita1239	sout3142	Ritharrngu	rit	pama1250	language	-13.4559	135.259
riti1238	gimn1238	Ritime		atla1278	dialect		
riun1237	mang1436	Riung	riu	aust1307	language	-8.60342	121.122
rive1256	sout3212	Riverine Phula		sino1245	family		
rive1257	sang1327	Riverain Sango	snj	atla1278	language	4.32811	21.1733
rive1258	nucl1418	Rivercess Bassa		krua1234	dialect		
rive1259	west2877	River Cess Gio		mand1469	dialect		
rive1260	gene1244	River Yuman		coch1271	family		
rive1261	niva1238	River Nivaclé		mata1289	dialect		
rive1262	otin1234	River Oti North Guang		atla1278	family		
rive1263	west2836	River Western Mundu-Baka		atla1278	family		
rive1264	nucl1784	River Patwin		wint1258	dialect		
rive1265	saka1287	Riverine Sakata		atla1278	dialect		
rive1266	nort3376	Rivers Bantu		atla1278	family		
riya1238	oyyy1238	Riyao		aust1305	dialect		
rkan1234	nort3304	Rkangtsha		sino1245	dialect		
rkor1234	chuk1272	R-Koryakic		chuk1271	family		
rmag1234	nort3305	Rmagsar		sino1245	dialect		
rmas1234	inno1234	Rmastod		sino1245	dialect		
roba1240	lala1261	Roba		atla1278	dialect		
robb1234	nort3415	Robbins Island		west1503	dialect		
robi1235	coch1276	Robinia		coch1271	language	29.48365	-114.3061
roca1234	nade1244	Roçado Nadëb		nada1235	dialect		
rock1234	pama1250	Rockhampton-Gladstone		pama1250	family		
rock1235	wend1234	Rock Huron		iroq1247	dialect		
roco1235	unun9892	Rocorona		chap1271	language	-12.683215	-63.9917
rodi1239	sinh1246	Rodiya		indo1319	dialect		
rodo1240	asia1266	Rodosto		indo1319	dialect		
rodr1234	mori1278	Rodrigues Creole		indo1319	dialect		
rofi1238	cish1238	Rofia		atla1278	dialect		
roge1238	nzan1240	Rogede		afro1255	dialect		
rogo1238	rogo1239	Rogo	rod	atla1278	language	10.56	6.946
rogo1239	kamu1262	Rogo-Sagamuk-Sama-Sambuga		atla1278	family		
rogo1240	ngur1263	Rogoro		atla1278	dialect		
rogu1236	oreg1242	Rogue River		atha1245	family		
rohi1238	gaud1238	Rohingya	rhg	indo1319	language	20.833082	92.393968
roho1238	haru1244	Rohomoni		aust1307	dialect		
rohr1238	uppe1403	Rohruri		indo1319	dialect		
rois1241	amar1273	Ro'is		aust1307	dialect		
rois1242	amar1273	Ro'is Tais Nonof		aust1307	dialect		
rois1243	amar1273	Ro'is Hero		aust1307	dialect		
rokh1238	bahi1252	Rokhung		sino1245	dialect		
rokk1238	khmu1256	Rok		aust1305	dialect		
rolo1241	tswa1253	Rolong		atla1278	dialect		
roma1240	nucl1783	Romano-Greek	rge	indo1319	language	38.6347	23.2164
roma1241	dzam1241	Serbo-Bosnian Vlax	rsb	indo1319	dialect	45.2552	20.3762
roma1324	cent2306	Romanian Sign Language	rms	sign1238	language	44.9292	26.2924
roma1326	gall1280	Romansh	roh	indo1319	language	46.5538	9.92812
roma1327	east2865	Romanian	ron	indo1319	language	46.3913	24.2256
roma1328	emil1243	Romagnol	rgn	indo1319	language	44.2349	11.7189
roma1329	indo1322	Romani	rom	indo1319	family		
roma1330	roma1329	Anglo-Northwestern Romani		indo1319	family		
roma1331	lama1291	Romam	rmx	aust1305	language	14.34	107.447
roma1332	kisa1265	Roma	rmm	aust1307	language	-7.58643	127.428
roma1333	arab1397	Romanian Pidgin Arabic		pidg1258	language		
roma1334	impe1234	Romance		indo1319	family		
roma1335	pidg1258	Romance-based pidgin		pidg1258	family		
roma1336	balk1252	Romacilikanes		indo1319	dialect		
roma1337	balk1252	Romano		indo1319	dialect		
roma1338	arti1236	Romanova	rmv	arti1236	language		
romb1244	chag1250	Rombo	rof	atla1278	language	-3.07772	37.5382
romb1245	cent2263	Romblomanon	rol	aust1307	language	12.4047	122.56
romb1246	romb1245	Romblon		aust1307	dialect		
romk1240	brer1241	Romkun	rmk	ramu1234	language	-4.58919	144.689
ronc1236	basq1248	Roncalese		basq1248	dialect		
rond1238	gilg1242	Rondu		indo1319	dialect		
rong1261	hbro1238	Labrang		sino1245	dialect		
rong1262	amdo1237	Conservative Amdo Farmer		sino1245	dialect		
rong1264	cent2311	Rongpo	rnp	sino1245	language	30.528	79.567
rong1265	karb1241	Rong Kethang		sino1245	dialect		
rong1266	zeme1241	Rongmei Naga	nbu	sino1245	language	25.098	93.7869
rong1268	tson1251	Ronga	rng	atla1278	language	-26.7329	32.6167
rong1269	ngad1267	Rongga	ror	aust1307	language	-8.84604	120.702
rong1270	taee1237	Rongkong		aust1307	dialect		
rong1271	mand1415	Rongcheng Mandarin		sino1245	dialect	37.130642	122.434269
rong1272	kham1282	Rongdrak		sino1245	dialect		
roni1235	west2716	Ronic		afro1255	family		
ronj1237	belr1234	Ronji	roe	aust1307	language	-5.80782	146.731
ronn1241	roni1235	Ron	cla	afro1255	language	9.3	9.02
ronr1238	rera1241	Ronrang		sino1245	dialect		
roon1237	biak1250	Roon	rnn	aust1307	language	-2.43005	134.556
rooo1240	folo1238	Ro		tebe1251	dialect		
roos1235	nort3153	Roosevelt		namb1299	family		
root1238	isim1234	Rootigaanga		nilo1247	dialect		
roqu1234	span1268	Roquetas Pidgin Spanish		pidg1258	language		
rori1237	sout3339	Mores	rga	aust1307	language	-15.4048	166.843
roro1238	waim1251	Roro		aust1307	dialect		
rorr1238	kagf1238	Ror		atla1278	dialect		
rosa1238	sant1424	Rosarito Cora		utoa1244	dialect		
rosh1238	shug1248	Roshani-Khufi		indo1319	dialect		
roso1237	dupa1235	Roso		aust1307	dialect		
ross1234	cata1289	Rossellonès		indo1319	dialect		
rost1234	rudb1238	Rostamabadi		indo1319	dialect		
rota1237	cham1312	Rotanese Chamorro		aust1307	dialect		
rote1234	timo1265	Rote-Meto		aust1307	family		
roti1238	indo1317	Roti		aust1307	dialect		
roto1247	west2940	Ngaati Tuuwharetoa		aust1307	dialect		
roto1248	nort2933	Rotokas-Askopan		nort2933	family		
roto1249	roto1248	Rotokas	roo	nort2933	language	-5.94339	155.154
rotu1241	cent2060	Rotuman	rtm	aust1307	language	-12.5008	177.066
roua1238	east2648	Roua		afro1255	dialect		
rout1237	bung1269	Routa		aust1307	dialect		
rovi1238	rovi1239	Roviana	rug	aust1307	language	-8.20493	157.408
rovi1239	east2761	Rovianic		aust1307	family		
roxb1234	sout2620	Roxburgh Scots		indo1319	dialect		
roya1234	bafu1246	Royal Bafut		atla1278	dialect		
rram1234	arom1237	Rramaneshti		indo1319	dialect		
rrkp1234	cent2349	Rrkphadha		cent2225	dialect		
rtar1234	dong1304	rTarmnyik		sino1245	dialect		
rtse1234	east2830	Rtsekhog		sino1245	dialect		
ruaa1237	wanu1241	Rua		aust1307	dialect		
rual1239	wipi1242	Rual		east2503	dialect		
rubn1235	kajk1237	Rubni Kajkavian		indo1319	dialect		
rucc1239	chut1247	Ruc		aust1305	dialect	17.68293	105.7841
ruch1235	pala1336	Ruching Palaung	pce	aust1305	language	21.6176	98.0915
